"","date","LZ40_NITRATE+NITRITE-N_mg/L","days"
"764",2013-09-17,0.149,12893
"765",2013-10-01,0.148,12907
"766",2013-11-12,0.163,12949
"767",2013-12-04,0.175,12971
"768",2014-01-14,0.341,13012
"769",2014-02-05,0.286,13034
"770",2014-03-11,0.32,13068
"771",2014-04-15,0.335,13103
"772",2014-05-14,0.34,13132
"773",2014-06-04,0.184,13153
"774",2014-07-15,0.016,13194
"775",2014-08-05,0.064,13215
"776",2014-09-02,NA,13243
"777",2014-10-07,0.184,13278
"778",2014-11-04,0.23,13306
"779",2014-12-02,0.255,13334
"780",2015-01-06,0.221,13369
"781",2015-02-03,0.315,13397
"782",2015-03-03,0.207,13425
"783",2015-04-07,0.251,13460
"784",2015-05-13,0.198,13496
"785",2015-06-03,0.116,13517
"786",2015-07-08,0.087,13552
"787",2015-08-04,0.219,13579
"788",2015-09-01,0.198,13607
"789",2015-10-06,0.175,13642
"790",2015-11-04,0.168,13671
"791",2015-12-01,0.308,13698
"792",2016-01-11,0.363,13739
"793",2016-02-02,0.31,13761
"794",2016-03-01,0.345,13789
"795",2016-04-05,0.257,13824
"796",2016-05-03,0.305,13852
"797",2016-06-14,0.201,13894
"798",2016-07-11,0.057,13921
"799",2016-08-02,0.04,13943
"800",2016-09-06,0.257,13978
"801",2016-10-18,0.413,14020
"802",2016-11-01,0.346,14034
"803",2016-12-07,0.318,14070
"804",2017-01-09,0.342,14103
"805",2017-02-07,0.424,14132
"806",2017-03-22,0.463,14175
"807",2017-04-17,0.412,14201
"808",2017-05-23,0.404,14237
"809",2017-06-20,0.328,14265
"810",2017-07-10,0.229,14285
"811",2017-08-14,NA,14320
"812",2017-09-18,0.451,14355
"813",2017-10-10,0.453,14377
"814",2017-11-07,0.512,14405
"815",2017-12-05,0.517,14433
"816",2018-01-17,0.561,14476
"817",2018-02-06,0.566,14496
"818",2018-03-06,0.555,14524
"819",2018-04-03,0.547,14552
"820",2018-05-01,0.557,14580
"821",2018-06-05,0.419,14615
"822",2018-07-17,0.009,14657
"823",2018-08-14,0.02,14685
"824",2018-09-04,0.117,14706
"825",2018-10-16,0.226,14748
"826",2018-11-06,0.077,14769
"827",2018-12-04,0.18,14797
"828",2019-01-08,0.213,14832
"829",2019-02-12,0.176,14867
"830",2019-03-12,0.343,14895
"831",2019-04-02,0.257,14916
"832",2019-05-08,0.33,14952
"833",2019-06-05,0.087,14980
"834",2019-07-09,0.115,15014
"835",2019-08-06,0.078,15042
"836",2019-09-09,0.148,15076
"837",2019-10-01,0.297,15098
"838",2019-11-05,0.369,15133
"839",2019-12-03,0.371,15161
"840",2020-01-14,0.359,15203
"841",2020-02-12,0.344,15232
"842",2020-03-11,0.385,15260
"843",2020-04-08,0.322,15288
"844",2020-05-06,0.331,15316
"845",2020-05-21,0.208,15331
"846",2020-06-03,0.213,15344
"847",2020-06-24,0.043,15365
"848",2020-07-08,0.045,15379
"849",2020-07-22,0.073,15393
"850",2020-08-05,0.052,15407
"851",2020-08-26,0.104,15428
"852",2020-09-09,0.033,15442
"853",2020-09-24,0.078,15457
"854",2020-10-07,0.133,15470
"855",2020-10-22,0.173,15485
"856",2020-12-16,0.375,15540
"857",2021-01-06,0.432,15561
"858",2021-02-10,0.376,15596
"859",2021-03-11,0.371,15625
"860",2021-04-07,0.316,15652
"861",2021-05-05,0.277,15680
"862",2021-05-19,0.269,15694
"863",2021-06-09,0.227,15715
"864",2021-06-23,0.166,15729
"865",2021-07-07,0.071,15743
"866",2021-07-21,NA,15757
"867",2021-08-04,0.093,15771
"868",2021-08-25,0.033,15792
"869",2021-09-09,0.062,15807
"870",2021-09-22,0.061,15820
"871",2021-10-06,NA,15834
"872",2021-10-20,0.038,15848
"873",2021-11-03,0.181,15862
"874",2021-12-08,0.228,15897
"875",2022-01-05,0.216,15925
"876",2022-02-09,0.328,15960
"877",2022-03-09,0.13,15988
"878",2022-04-06,0.342,16016
"879",2022-05-04,0.24,16044
"880",2022-05-17,0.275,16057
"881",2022-06-08,0.328,16079
"882",2022-06-22,0.248,16093
"883",2022-07-07,0.154,16108
"884",2022-07-20,0.092,16121
"885",2022-08-03,0.068,16135
"886",2022-08-17,NA,16149
"887",2022-09-07,NA,16170
"888",2022-09-21,0.005,16184
"889",2022-10-05,0.337,16198
"890",2022-10-19,0.346,16212
"891",2022-11-16,0.342,16240
"892",2022-12-07,0.434,16261
"893",2023-01-11,0.458,16296
"894",2023-02-08,0.438,16324
"895",2023-03-08,0.431,16352
"896",2023-04-05,0.388,16380
"897",2023-05-03,0.453,16408
